;datetime;id;status;activity;merit;post
1865;2018-08-14 18:08:36;Ucy;Sr. Member;616;265;"How do you regulate it then? unless your are asking that it be Centralized like fiat.
Centralizing Bitcoin will render it useless.

By the way, if you are familiar with Stock market you will know that Bitcoin fluctuats just like that and is doing better than many regulated Stocks.

Don't invest in Crypto what you can't afford to lose, just as in Stock."
1866;2018-08-14 18:38:56;franky1;Legendary;2170;1149;"regulations are USELESS

how many people were saved due to regulations in 2008.. none. millions of people lost their homes.

regulations are not a consumer safety net.
regulations are to make businesses police their customers.
its purely a tactic so governemts do not need to police things themselves and give the appearance that something is being done.

but this policing policy is not even wrote out by regulators. infact they ask the business to make their own policies on how they will monitor and report their customers if thier customers do something wrong.

which in return allows a business to do things that consumers would see as criminal.

if anything what is actually needed is consumer protection. that way random anonymous consumers can actually report scammy businesses.. as that is the ultimate problem people have.

emphasis
regulations NO
consumer protections Yes

there needs to be a way to ensure if a business is going to scam. they cant hide behind insurance, insolvency, or other things to get away scot free"
1867;2018-08-14 18:50:24;isllander;Jr. Member;81;0;Regulation can be different. There can be a ban on everything that is new, what breaks down the old. With what I agree the rules of peaceful development it's time to create.
1868;2018-08-14 19:10:29;CryptoGamblingSites;Member;84;10;"Quote from: BrewMaster on August 14, 2018, 02:48:46 PM
every single sentence here proves that you do not know what bitcoin is. you are just too caught up in the price and have been excited about it that you forgot to check out what is this thing called ""bitcoin"" that you got involved in!

i suggest that you start by educating yourself a little more. read the bitcoin paper. start watching some of the Andreas Antonopoulos' videos , you can read his book mastering bitcoin. and you will no longer think this way. here is a link: https://antonopoulos.com/

Nice to not have to read the OP and just see a good summary about why this thread sucks...

Andreas on Joe Rogan helps a lot of the noobs understand, was quite informative to see his last appearance even if it was awhile ago.

Andreas is GOAT."
1869;2018-08-18 15:17:08;bitcoinminer566;Jr. Member;70;0;Regulation is needed but strict regulation will break the principle of decentralization and it will be more centralized that can also affect the market negatively. In future it will be more developed and such problems will resolved.
1870;2018-08-18 15:23:31;pareshnakar;Jr. Member;140;0;bitcoin regular then except all government and also people so more advantages and it will more helpful for people.
1871;2018-08-18 15:41:16;adzino;Copper Member;966;503;This is really sad. Your post proves that you have no clue what bitcoin is and why this technology has emerged. If all the problems (those are not actually problems) you mentioned were fixed, then there would be no difference between traditional fiat and crypto currency. People would end up ditching bitcoin and go back to fiat. This would in turn make bitcoin value less. Bitcoin was made to bring financial privacy. You don't need to know who own how much of coins. It is none of your business. And if regulations are placed, then a third party will be involved which in turn will make bitcoin more of a centralized coin.
1872;2018-08-18 15:47:08;taeewo;Full Member;392;100;Yes must be regulated,thats what we needed now because they are so many manipulation and some new investors not coming because of the fear of government banning cryptocurrency.
1873;2018-08-18 15:53:52;joshkkk;Newbie;11;0;It is a rather complicated issue, because blockchain technology is based on people's freedoms and control, what can be done is to adapt many things in the economic system so that the laws continue to be enforced, for example, the payment of taxes must not be affected by cryptocurrencies.
1874;2018-08-18 15:54:20;lolehiM92;Jr. Member;98;0;I think if the government and the bank accept the bitcoin deal then the bitcoin should have more specific regulations to help the market be more stable and contribute to make bitcoin more useful than reducing the maximum fraud. .
1875;2018-08-18 15:54:46;Saisher;Full Member;392;108;"Quote from: Buttermellow on August 14, 2018, 01:30:39 PM
This is necesarry now because bitcoin involve huge money and the possibilities is that the bitcoin that we may hold may not have any value any more for its equivalency to fiat money are already secured in the owners system pocket. Our trust is slowly degrading for what we had on the current market even the huge investors are already withdrawing their money on bitcoin. And it does not help with small scale investors so there should be a preventive measure to be undertaken but hey where are the team? Common people like me does not even know who owns bitcoin and who are the team composing of bitcoin. If the system needs advancement they should create a remedial for the current market like having another promotion to get more investors. With the attitude of the market price manipulator right now there is no guarantee that bitcoin market price could recover. There is no action being taken and i do not if the team are so selfish with their business on this system they created. Are they only milking the investors? Obviously if this is their ideals then i will not expect bitcoin will last long.
it will take very huge money and a lot of manpower to be able to regulate Bitcoin, because it is decentralized up until now there is no right figure on how many people are holding bitcoin and how many wallet does every one bitcoin holders, it's just impossible and who who would do the governing or regulating"
1876;2018-08-18 16:03:11;Kayuslawal;Jr. Member;98;0;Its better it should be regulated now before it will be too late, too much problems its facing because their is no authority controlled it, we need regulations to revolutionize cryptocurrency.
1877;2018-08-18 16:20:13;joerogers8;Full Member;216;101;"Quote from: Buttermellow on August 14, 2018, 01:30:39 PM
This is necesarry now because bitcoin involve huge money and the possibilities is that the bitcoin that we may hold may not have any value any more for its equivalency to fiat money are already secured in the owners system pocket. Our trust is slowly degrading for what we had on the current market even the huge investors are already withdrawing their money on bitcoin. And it does not help with small scale investors so there should be a preventive measure to be undertaken but hey where are the team? Common people like me does not even know who owns bitcoin and who are the team composing of bitcoin. If the system needs advancement they should create a remedial for the current market like having another promotion to get more investors. With the attitude of the market price manipulator right now there is no guarantee that bitcoin market price could recover. There is no action being taken and i do not if the team are so selfish with their business on this system they created. Are they only milking the investors? Obviously if this is their ideals then i will not expect bitcoin will last long.

Are you a government shill?  This post is outrageous.  Please educate yourself on crypto and world history.  You appear to be living in a different world than I am and it's oddly disturbing. "
1878;2018-08-18 16:26:06;bitbunnny;Legendary;1456;1037;"Quote from: Daniel91 on August 14, 2018, 02:52:27 PM
Bitcoin can't be regulated. Period.
It's very simple.
Nobody own bitcoin or stand behind bitcoin.
There is no bank or any government behind bitcoin.
In fact, nobody control bitcoin.




Regulation is not about Bitcoin control, this is wrong attitude. And many posts here prove that many users don't have the clue what regulation means.
It's not control, it's not centralization and it's not ban but bringing some kind od legal order and defining what is allowed and what isn't, it's about to bring some legal security and back up to businesses and individuals who use Bitcoin.
And it's completely wrong to say that Bitcoin can't be regulated because many countries have already done that."
1879;2018-08-18 16:26:43;btcmaster999;Jr. Member;84;0;Adaptation can be made. But this coin cannot be regulated. Not only BTC, but all the altcoins in the market too can be regulated because it is in a decentralized system.
1880;2018-08-18 16:38:11;Spaffin;Full Member;392;105;"Quote from: CryptoGosu on August 14, 2018, 03:08:25 PM
I think that Bitcoin and cryptocurrencies are waiting for a lot of regulation in the future. The government will try to control Bitcoin.
Governments of different countries will not only try to regulate bitcoin and other decentralized crypto currency, they will surely do so in the near future. We need to be prepared for the fact that governments and their governments will eventually tighten the terms of circulation of the crypto currency in these countries. We must proceed from the fact that the presence of a decentralized crypto-currency is generally unprofitable for any state and state structures will look for any reasons to limit its circulation. Therefore, the triumphal procession of crypto-currencies on the planet should not be expected, it will be a persistent struggle for existence."
1881;2018-08-18 16:43:03;farukahmed;Jr. Member;210;0;yes it will be changeable because market will be depend n crypto market they are use in crypto holder. I have some any kinds of coin but i dob't like sell because i want to some hold coin for my future because this crypto market will be any time changeable. The market can do it do or die because market can say you can buy coin any time it will be very change able.
1882;2018-08-18 16:44:11;Juggy777;Sr. Member;700;314;"Quote from: Buttermellow on August 14, 2018, 01:30:39 PM
This is necesarry now because bitcoin involve huge money and the possibilities is that the bitcoin that we may hold may not have any value any more for its equivalency to fiat money are already secured in the owners system pocket. Our trust is slowly degrading for what we had on the current market even the huge investors are already withdrawing their money on bitcoin. And it does not help with small scale investors so there should be a preventive measure to be undertaken but hey where are the team? Common people like me does not even know who owns bitcoin and who are the team composing of bitcoin. If the system needs advancement they should create a remedial for the current market like having another promotion to get more investors. With the attitude of the market price manipulator right now there is no guarantee that bitcoin market price could recover. There is no action being taken and i do not if the team are so selfish with their business on this system they created. Are they only milking the investors? Obviously if this is their ideals then i will not expect bitcoin will last long.

I stopped after reading few lines, and the word regulated popping all over shows your iq is very low when it comes to bitcoins. It's clear you saw bitcoins on the net, saw it's price fluctuations,  and jumped to conclusions without even studying it, Bitcoins cannot be regulated period.

If we wanted a regulated crypto, I would buy fiat not crypto, it's a reason it's decentralised there's no need to change it. I would recommend you to read up on bitcoins, or stay away as you'll end up in looses.

No the trust has not been lost, the community understands the fluctuations and is backing bitcoins, we'll know pump and dump is going to happen, and that's how one makes money, you need to learn this trade."
1883;2018-08-18 17:45:35;aoluain;Sr. Member;560;268;"Quote from: taeewo on August 18, 2018, 03:47:08 PM
Yes must be regulated,thats what we needed now because they are so many manipulation and some new investors not coming because of the fear of government banning cryptocurrency.

No we dont need regulation, have you just read the thread? Manipulation is not
a concern it is up to everyone to educate themselves and make the choice to
either buy or sell when they feel is right.

Bitcoin cannot be stopped, regulated or banned. Its useage as in entry and exit
points can be but not bitcoin itself. Thankfully.

There are still a lot of people who seem to have a sense of entitlement to prices
always moving up"
1884;2018-08-18 17:49:14;alenpowa;Jr. Member;56;0;No way the bitcoin is going to be regulated... 
1885;2018-08-18 17:50:44;Skieleton;Sr. Member;490;282;"Quote from: Buttermellow on August 14, 2018, 01:30:39 PM
This is necesarry now because bitcoin involve huge money and the possibilities is that the bitcoin that we may hold may not have any value any more for its equivalency to fiat money are already secured in the owners system pocket. Our trust is slowly degrading for what we had on the current market even the huge investors are already withdrawing their money on bitcoin. And it does not help with small scale investors so there should be a preventive measure to be undertaken but hey where are the team? Common people like me does not even know who owns bitcoin and who are the team composing of bitcoin. If the system needs advancement they should create a remedial for the current market like having another promotion to get more investors. With the attitude of the market price manipulator right now there is no guarantee that bitcoin market price could recover. There is no action being taken and i do not if the team are so selfish with their business on this system they created. Are they only milking the investors? Obviously if this is their ideals then i will not expect bitcoin will last long.
As the currency crypted, ""it's growing"", it had to overcome serious compliance problems and regulations around the world. These regulatory issues are numerous depending on the country in which you are reading this. However, one problem seems to be repeated over and over again. Money laundering.

You can not fail to regulate the system in which criminal acts will take place. The code itself is not obviously reliable. People will find the way, forks will be forced on them, whether they want to or not. In this situation, regulation can be the only future ..."
1886;2018-08-18 17:51:22;Xising;Sr. Member;658;257;"Quote from: Buttermellow on August 14, 2018, 01:30:39 PM
This is necesarry now because bitcoin involve huge money and the possibilities is that the bitcoin that we may hold may not have any value any more for its equivalency to fiat money are already secured in the owners system pocket. Our trust is slowly degrading for what we had on the current market even the huge investors are already withdrawing their money on bitcoin. And it does not help with small scale investors so there should be a preventive measure to be undertaken but hey where are the team? Common people like me does not even know who owns bitcoin and who are the team composing of bitcoin. If the system needs advancement they should create a remedial for the current market like having another promotion to get more investors. With the attitude of the market price manipulator right now there is no guarantee that bitcoin market price could recover. There is no action being taken and i do not if the team are so selfish with their business on this system they created. Are they only milking the investors? Obviously if this is their ideals then i will not expect bitcoin will last long.

I actually want it to be regulated. I say that because there are so many positive implications that could happen in the betterment of cryptocurrencies and the market if that will happen. The fact that most of the coins right now are being doubted because of the negative happenings in the market is just so rampant; however, if it will be regulated, which means that there would be laws that could actually be made for its protection, then that will indirectly send people the message that it is a legitimate and legal asset, and so, that would give cryptocurrencies more trust from people that could improve the market tenfold."
1887;2018-08-18 17:53:08;KonstantinosM;Hero Member;896;527;"Bitcoin is regulated. By mathematics. We, the community and the developers reach consensus only through self-regulation. Anyone who breaks the rules can fork right off!


The US government regulates what people can and cannot do in the United States. We have to pay income taxes on income in any form. So we can pay taxes on bitcoin income.

I believe that at this early stage any government that is strict on bitcoin is shooting itself in the foot. People are just going to find a way around the regulation, or it's going to inhibit the country's future tax collection as the people in the country will lose out on the most potentially profitable market in history."
1888;2018-08-18 17:55:04;Taki;Hero Member;882;514;Where from you took the information that investors cash out their money from bitcoin? Oppositely on news I see that new and new people invest in bitcoin at current minimums and those who wanted to sell done it before bitcoin dropped lower than 15000$. All the thread is simply your own opinion and it not based of facts. Do not make people confused, please, bitcoin will recover itself, but we should to be ready to wait long.
1889;2018-08-18 18:53:33;painkiller321;Jr. Member;84;0;It cannot be regulated. It cannot be own by anyone nor it is ruled by anyone either. So, regulating the market will be a tough one.
1890;2018-08-18 18:55:18;South Park;Hero Member;826;502;No, I know that bitcoin is going to be regulated but it is not a must, OP you seem to misunderstand what bitcoin is trying to achieve, we are trying to achieve a new way to understand the economy without a big party telling us what to do, what you are proposing goes against that and if that means less investors so be it, not everything is about making profits in this market.
1891;2018-08-18 18:58:10;Rozita;Full Member;406;102;"Quote from: Kayuslawal on August 18, 2018, 04:03:11 PM
Its better it should be regulated now before it will be too late, too much problems its facing because their is no authority controlled it, we need regulations to revolutionize cryptocurrency.

There is no need to authorities to control bitcoin. Bitcoin has been created to get rid of authorities. It's the main reason of creation of bitcoin."
1892;2018-08-18 19:19:03;richan;Member;308;11;Requesting for bitcoins regulations means the author don't understand what bitcoins stand for. Regulate the transactions that is anonymous on the blockchain or regulate the exchanges and services using bitcoins? The simple truth is that bitcoins is above regulation or monitoring hence government unable to touch it.
1893;2018-08-18 19:25:30;ChocolateMuscles;Newbie;18;0;"I'm torn between the two ""equations"":

On the one hand,
Regulation = control = red tape => decay

On the other hand,
Regulation = control = trust => development

The only thing that's unclear to me is which of them turns out to be true in reality.
And the problem is you never can tell which way it goes until you try, but having tried something like that might become a point of no return... That's what I'm scared of.  "
1894;2018-08-18 19:34:03;spartanrules;Sr. Member;672;250;In my opinion the cryptomarket should be regulated, because I think regulation by the government of this sphere will affect positively. For expamle if certain sphere is regulated, trust of people in it and business turnover will increase, ICOs will more fair and transparent, scams will decrease. That's why as I mentioned earlier whole the market should be strongly regulated.
1895;2018-08-18 19:37:06;silverston;Hero Member;882;501;Cryptocurrency and regulation are generally incompatible. How can you regulate what should not in its essence depend on anything, because decentralization - this is not what is not dependent on.
1896;2018-08-18 19:39:49;Marlo Stanfield;Sr. Member;420;275;"Quote from: richan on August 18, 2018, 07:19:03 PM
Requesting for bitcoins regulations means the author don't understand what bitcoins stand for. Regulate the transactions that is anonymous on the blockchain or regulate the exchanges and services using bitcoins? The simple truth is that bitcoins is above regulation or monitoring hence government unable to touch it.

It's not above regulation. You could say it's above enforcement of regulations perhaps. But a lot of people aren't going to risk it if penalties are actually significant."
1897;2018-08-18 20:05:34;Maamejane;Member;81;10;Bitcoin regulation will  make it quiet stable but trust me people will take advantage of that and manipulate the system which will not be quiet favorable to the whole.
1898;2018-08-18 20:18:17;cryptocamacho4785;Jr. Member;56;0;Bitcoin will last and will emerge as the ultimate winner for currency transaction whether it is regulated or not. It’s just that imposing regulations over it will add more reliability of the mass public. Besides, too much regulation would actually destroy its sole purpose of being decentralized. Bitcoin will recover sooner or later.
1899;2018-08-18 20:40:08;MainIbem;Sr. Member;476;254;It is a tall order to get bitcoin to be regulated. It is not possible.
1900;2018-08-18 21:16:34;teejayrichard2;Member;336;10;regulating bitcoin will surely give investors guarantee to invest without fear and this will boost both confidence and price in the cryptocurrency market. i do hope this regulation comes as soon as possible so bitcoin can become stable.
1901;2018-08-18 21:52:17;mojo2208;Jr. Member;112;0;yes, of course bitcoin should be settled. This will happen, it just takes time. Bitcoin is already regulated at the legislative level, in some countries
1902;2018-08-19 07:55:19;Antelopez2;Jr. Member;43;0;I think you don’t have a vast knowledge about bitcoin. It is a system that is regulated on web world and nobody knows who owns it. It is a world of mystery so I suggest you to get more knowledge about it.
1903;2018-08-19 08:20:03;CrashGangster;Jr. Member;41;0;I am sorry but bitcoin cannot be regulated by a particular body. It is in the world of web and there is no scope that government will regulate it because government is strictly against it. So I suggest that you should know more about bitcoin and its security and then invest on it.
1904;2018-08-19 08:46:35;jennygamilo;Jr. Member;126;0;I think it is an good idea for bitcoin to be more systematized ! And having a good flow.
1905;2018-08-19 13:05:03;farhiamunni;Jr. Member;196;1;Anyone can invest on bitcoin and nobody control this project. Even government can't control it. So we can say it can't be regulated.
1906;2018-08-19 13:34:08;zhanyiguai261315;Member;308;10;"Supervision is a double-edged sword. On the one hand, it helps to reduce the use of BTC for criminal activities!
On the other hand, BTC's investor privacy has been exposed, and many people will give up investing in BTC!"
1907;2018-08-19 13:49:10;Malam90;Full Member;266;100;Bitcoin can not be regulated naturally.  It is a decentralized blockchain technology and the first digital cryptocurrency in the world. You should bear in mind that nobody can regulate  bitcoin transactions.
1908;2018-08-19 13:50:01;giantrobot;Full Member;380;100;When Bitcoin is set by the government, it will be subject to regulatory restrictions by the government, which may lose some of Bitcoin's features. But I think one day Bitcoin will do this so that it can be accepted by the government, so that it can be used extensively. I look forward to it, but I also want the government not to bans Bitcoin's special features.
1909;2018-08-19 13:56:01;binting;Member;210;10;bitcoin involve huge money and the possibilities is that the bitcoin that we may hold may not have any value any more for its equivalency to fiat money are already secured in the owners system pocket...trust is slowly degrading for what we had on the current market even the huge investors are already withdrawing their money on bitcoin and it does not help with small scale investors so there should be a preventive measure to be undertaken but hey where are the common people like me does not even know who owns bitcoin and who are the team composing of bitcoin. If the system needs advancement they should create a remedial for the current market like having another promotion to get more investors with the attitude of the market price manipulator right now there is no guarantee that bitcoin market price could recover. there is no action being taken and i do not if the team are so selfish with their business on this system they created are they only milking the investors obviously if this is their ideals then i will not expect bitcoin will last long....
1910;2018-08-19 14:09:47;Altf4;Member;196;10;Bitcoin runs independently in the cryptoworld ,for years now it is circulating successfully without those regulations, so there is no need for bitcoun to be regulated if it causes something difference to the holders of bitcoin.
1911;2018-08-19 14:37:00;jwcastle;Member;111;10;In my opinion for Bitcoin to go mainstream, it has to be regulated in some way. The average consumer barely understands the risks of using electronic money transfer services like Venmo, Zelle, Square, and the likes. With those services if you mistype a phone number or email address, it's very difficult to get your money back. And these services are part of banks that's under FDIC jurisdiction. Imagine if Bitcoin went mainstream without any regulations to protect the average consumer. People would be losing their Bitcoins everywhere! Obviously if you are reading this forum, you're not the average consumer. Think the average consumer as your grandma who still uses a flip phone.
1912;2018-08-19 14:39:32;godfredmanu;Member;252;10;It won't be easy bitcoins to be regulated due to the the unknown transactions pointing to a particular entity. However if it can be regulated by security and exchange commissions as part of regulations in the stock and fx market, then bitcoins can become a  mainstream investment asset.
1913;2018-08-19 14:45:44;pltgksl;Jr. Member;73;0;regulatation of which part of BTC? technology, conditions, rules, legals...
1914;2018-08-19 14:48:43;bangkecol;Sr. Member;574;310;"Quote from: pltgksl on August 19, 2018, 02:45:44 PM
regulatation of which part of BTC? technology, conditions, rules, legals...

Much needs to be done to get acceptance from each country, primarily a clear regulation. And there is a section to control the circulation of bitcoin. This is what is still in the debate stage."
1915;2018-08-19 14:49:10;yousuf5;Jr. Member;70;0;When Bitcoin is set by the government, it will be subject to regulatory restrictions by the government, which may lose some of Bitcoin's features. But I think one day Bitcoin will do this so that it can be accepted by the government, so that it can be used extensively, trust of people in it and business turnover will increase, ICOs will more fair and transparent, scams will decrease. That's why as I mentioned earlier whole the market should be strongly regulated.
1916;2018-08-19 14:51:11;ETHtotheMOON1;Jr. Member;266;3;"Quote from: Buttermellow on August 14, 2018, 01:30:39 PM
This is necesarry now because bitcoin involve huge money and the possibilities is that the bitcoin that we may hold may not have any value any more for its equivalency to fiat money are already secured in the owners system pocket. Our trust is slowly degrading for what we had on the current market even the huge investors are already withdrawing their money on bitcoin. And it does not help with small scale investors so there should be a preventive measure to be undertaken but hey where are the team? Common people like me does not even know who owns bitcoin and who are the team composing of bitcoin. If the system needs advancement they should create a remedial for the current market like having another promotion to get more investors. With the attitude of the market price manipulator right now there is no guarantee that bitcoin market price could recover. There is no action being taken and i do not if the team are so selfish with their business on this system they created. Are they only milking the investors? Obviously if this is their ideals then i will not expect bitcoin will last long.

sayings like your trust is slowly withdrawing and all investors feel the same is not true. Again just an emotional useless post from someone who has zero understanding of the market"
1917;2018-08-19 14:56:58;Okky ID;Jr. Member;74;0;Discussing about things like this will never end and get no result. We know that the nature of Bitcoin to be decentralized and no one can regulate it. When someone or an organization, or a country can regulate it, the originality or characteristic of Bitcoin will be over. So, what can be regulated? Who can use the Bitcoin, How to use the Bitcoin, and Where to use the Bitcoin. Those things are possible to regulate, but Bitcoin cannot.    
1918;2018-08-19 14:58:10;untugede;Full Member;378;100;Isn't decentralized bitcoin that cannot be regulated by anyone, even the government will not be able to regulate it, it is the trust of many people who will be able to increase the return of bitcoin prices, and more and more people doubt the rising price of bitcoin, and the number of people who panic and sell some bitcoin they have will continue to make bitcoin reduce its price.
1919;2018-08-19 15:02:11;anrian062;Jr. Member;112;0;"I think that OP is pointing for ""bitcoin to accepted in world(or some) government"". With this point i think it is possible to achieve, even more it will become a huge advantage in this decentralized system. Bitcoin regulation in the way how to get, keep it safe and payment medium.

But. To regulate the core of bitcoin is nonsense."
1920;2018-08-19 15:09:04;alexgreen8012;Jr. Member;98;0;The main foundation principle of bitcoin was decentralization and no regulation but looking at the current market manipulations and huge money involved, it seems regulation is imminent else small investors will incur huge losses regularly.
1921;2018-08-19 15:11:48;dsaijz03;Full Member;294;101;"Quote from: Buttermellow on August 14, 2018, 01:30:39 PM
This is necesarry now because bitcoin involve huge money and the possibilities is that the bitcoin that we may hold may not have any value any more for its equivalency to fiat money are already secured in the owners system pocket. Our trust is slowly degrading for what we had on the current market even the huge investors are already withdrawing their money on bitcoin. And it does not help with small scale investors so there should be a preventive measure to be undertaken but hey where are the team? Common people like me does not even know who owns bitcoin and who are the team composing of bitcoin. If the system needs advancement they should create a remedial for the current market like having another promotion to get more investors. With the attitude of the market price manipulator right now there is no guarantee that bitcoin market price could recover. There is no action being taken and i do not if the team are so selfish with their business on this system they created. Are they only milking the investors? Obviously if this is their ideals then i will not expect bitcoin will last long.
Eventhough there is no clear team behind bitcoin, it won’t fall down because of many people holds bitcoin. Nobody owns bitcoin nor it is controlled by somebody or government, it has it’s own market that bitcoin circulates and used by many users around the world and that is why bitcoin will not perish like a bubble."
1922;2018-08-19 15:12:10;HeXecutor;Jr. Member;56;0;It seems to me somewhat stupid all the arguments about whether it is necessary to regulate bitcoin or not. It is necessary to realize the fact that bitcoin is almost impossible to control ... in this there is a sense of decentralization. So I'm getting a little ridiculous on this topic ... it's just fantasies that have nothing to do with reality
1923;2018-08-19 15:23:13;Catch-22;Member;336;16;I wholeheartedly agree with this statement. Bitcoin must be regulated. It really depend on how a person defines regulation. For me, it’s just recognition by central banks and protection from scammers. Bitcoin will not become mainstream without regulations.
1924;2018-08-19 15:29:02;RohiGabriel12;Newbie;12;0;There would be a negative and positive side of regulating Bitcoin. In the positive side atleast the people who are using this currency can be more secured in terms of liquidating it as an asset. However on the negative side, government may put too tax and lose what we can still benefit from it at this moment.
1925;2018-08-19 15:33:31;Agnusdei12;Newbie;21;0;Regulating bitcoin had a good effect. This can be a form of acceptance in making digital money of a world currency as part of globalization. Bitcoins can now be liquidated and people who invest and use bitcoin or any crytocurrencies may now be protected by banks and government.
1926;2018-08-19 15:36:21;Lazada;Sr. Member;574;250;"Regulating Bitcoin is a must. If we just stay silent and Bitcoin doesn't get regulation then the development of digital currency can stop.
Regulations carried out by the government will also be very necessary because without regulations governing the circulation of Bitcoin, the price of Bitcoin will continue to experience price volatility."
1927;2018-08-19 15:52:06;beniesyde;Jr. Member;84;0;"How do you regulate it? if you do not ask that it be centralized, like fiat.
Centralizing Bitcoin will make it useless. we need regulation to monitor each bitmoin diagram and minimize the bitmo's criminal action, rather than stop high volatility or eliminate risk. and this is impossible.

By the way, if you are familiar with the stock market, you will find out that bitkoyn also fluctuates, and does better than many regulated stocks.
,"
1928;2018-08-19 18:33:59;tokenjob;Jr. Member;98;0;BTC is impossible to be regulated because it is operated in a decentralised system, not on a centralized one.
1929;2018-08-19 19:15:04;ZazaG7;Jr. Member;87;0;"Looks like the value drop has you frightened a bit! No nation/legislative element could direct Bitcoin itself. They are attempting to, however the main thing they can do is manage how you get Bitcoin. We've seen this officially through KYC and different trades constraining this upon the clients. Be that as it may, too bad, Bitcoin really couldn't be directed. There is no chance to get for an element to ""kill"" Bitcoin as they improve the situation the share trading system when the cost is falling. Try not to try and stress over the cost, only hodl on. We will go bring down for the time being, yet long haul is still extremely bullish."
1930;2018-08-19 19:16:13;rahimali;Jr. Member;196;0;BTC does not need to be regulated. There can be made certain adaptations but regulating is an impossible feat.
1931;2018-08-20 09:00:42;tokatuku;Newbie;28;0;They are trying, but the only thing they can do is adjust the way you receive Bitcoin. We have seen this through KYC and various exchanges tie this down when users. But sorry, Bitcoin really can not be adjusted. But I think someday Bitcoin will do this so that it can be accepted by the government, so that it can be widely used.
1932;2018-08-20 09:06:23;anitalxy;Newbie;28;0;"Before you send this post, it is recommended to first understand what Bitcoin is.
Of course, if there are some measures to stop these frauds, it is best."
1933;2018-08-20 09:36:24;Garrixx;Jr. Member;34;0;regulate bitcoin, this means abandoning the original idea, spit in the face of its creator
1934;2018-08-20 09:42:31;VeronicaStephens89;Newbie;28;0;What rules will Bitcoin follow? Who will rule out the law of Bitcoin or cryptocurrency? There is speculation that the government will create a regulation on Bitcoin, what do you think?
1935;2018-08-20 10:06:51;Perkovic;Jr. Member;34;0;I understand what you're talking about, but why should it be regulated? I believe that the whole charm of bitcoin is precisely in its decentralization
1936;2018-08-20 10:47:44;nina_duschenko;Copper Member;35;2;"Quote from: RodeoX on August 14, 2018, 02:57:05 PM
If bicoin could be controlled I should be destroyed. We have regulation and the government gets it's cut. But that's done and over. There will be no identity tied to bitcoin or any declaring of bitcoin.
We are not asking the government for permission, we are telling them that this is how it is.
Here is a briefly story which I have found on medium (https://medium.com/swlh/should-bitcoin-be-regulated-9e1155c1d56e) First created in 2009 by a person with the alias Satoshi Nakamoto, Bitcoin became the pioneer of cryptocurrency and Blockchain technology. Bitcoin is a digital currency in which encryption and cryptography are used to control the value and verify the transactions. While traditional currency goes to central payment processors, such as Visa and MasterCard, Bitcoin transactions are processed by computers running special software. Every time a transaction occurs, the network records both the sender’s and the receiver’s Bitcoin addresses, and the amount of money into the end of a “Ledger” or a record called Blockchain. After nearly a decade since its invention, Blockchain has not yet reached to its full potential. Billions of dollars of investments are made every day, but none of the great potentials come to reality, despite only serving Bitcoin for its payment system and allows illegal payments to occur in the Dark Web. The government has started to underestimate the value of Bitcoin and thinks that regulation is the best way to solve its issue. On the other side, the majority Blockchain developers do not approve the regulatory framework proposed by the government, as they think Blockchain will still reach to something significant in the long run. Many tech investors view the Blockchain in the future as a host for applications, such as crowdfunding and online voting. Although cryptocurrencies have several downsides, strict regulations from the government are not the right solution as they would decrease the market value and prevent the Blockchain from reaching its full potential, such as managing personal identity and improving representative democracy.

The core technology in Bitcoin which is called Blockchain is what makes Bitcoin special as many tech experts claim it to be hacker proof. Back when Bitcoin and computers have were not yet invented, the most popular way for people to keep their secret documents is by keeping them in a vault and making a lot of copies. Thus, when someone else stole the person’s document without breaking into the vault, the victim would still have other copies in different locations. Similar to Blockchain, files or any pieces of information are encrypted so that only a specific person could read or write the file, which are stored in thousands of computers but still linked together with the internet. The computers combine which store all the files are called node-blocks and the network connecting all the files are called chain. The encrypted code will get updated every several hours which makes the entire system almost impossible for a hacker to break in."
1937;2018-08-20 10:53:46;cryptocurrencyguru;Jr. Member;252;0;Bitcoin cant be regulated the main reason is it is decentralized and cant be controlled by any governments officials so regulating wont happen in any time future
1938;2018-08-20 11:12:25;Emanammy;Jr. Member;91;0;Bitcoin and other cryptocurrencies must be regulated before they become large enough to disrupt the global economy.
1939;2018-08-20 12:04:00;btc78;Full Member;448;102;"Quote from: BrewMaster on August 14, 2018, 02:48:46 PM
every single sentence here proves that you do not know what bitcoin is. you are just too caught up in the price and have been excited about it that you forgot to check out what is this thing called ""bitcoin"" that you got involved in!

i suggest that you start by educating yourself a little more. read the bitcoin paper. start watching some of the Andreas Antonopoulos' videos , you can read his book mastering bitcoin. and you will no longer think this way. here is a link: https://antonopoulos.com/

The problem mate if op really know how to understand if ever he would read tha books of andreas lol 😂

This is the problem about those people who entered in cryptocurrency that has no knowledge instead focusing about the price but don't have time to research about the crypto coins specially blockchain and bitcoin."
1940;2018-08-20 12:09:33;Kertmu;Jr. Member;168;0;The less confidence is in Bitcoin, the more difficult it will be to raise its cost even to 10K, not to mention the forecasts of some experts $ 60K in July 2019, even with Bitcoin ETF.
